"Account","Flag","Check Number","Date","Payee","Category","Master Category","Sub Category","Memo","Outflow","Inflow","Cleared","Running Balance"
"Us Bank",,,10/20/2014,"Download from usbank.com. UMAMI SOMA      SANFRANCISCOCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$28.37,$0.00,C,$3082.31
"Us Bank",,,10/20/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$29.65,$0.00,C,$3052.66
"Us Bank",,,10/20/2014,"Download from usbank.com. 5A5 STEAK LOUNGESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$33.72,$0.00,C,$3018.94
"Us Bank",,,10/20/2014,"Download from usbank.com. URBAN-OUTFITTERS972-550-2751PA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$37.58,$0.00,C,$2981.36
"Us Bank",,,10/20/2014,"Download from usbank.com. SUSHI ROCK      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$43.59,$0.00,C,$2937.77
"Us Bank",,,10/20/2014,"Download from usbank.com. AMZ*Beautifi4157SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$64.90,$0.00,C,$2872.87
"Us Bank",,,10/20/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$102.84,$0.00,C,$2770.03
"Us Bank",,,10/20/2014,"Download from usbank.com. SQ *JON KERTZMANSAN FRANCISCCA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$162.50,$0.00,C,$2607.53
"Us Bank",,,10/20/2014,"Download from usbank.com. ATT","Monthly Bills:Cell Phone","Monthly Bills","Cell Phone",,$246.14,$0.00,C,$2361.39
"Us Bank",,,10/20/2014,"Download from usbank.com. HYDE STREET STUDSAN FRANCISCCA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$275.00,$0.00,C,$2086.39
"Us Bank",,,10/21/2014,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$102.00,C,$2188.39
"Us Bank",,,10/21/2014,"Download from usbank.com. PANDA EXPRESS #1SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.81,$0.00,C,$2179.58
"Us Bank",,,10/21/2014,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$47.77,$0.00,C,$2131.81
"Us Bank",,,10/21/2014,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$116.98,$0.00,C,$2014.83
"Us Bank",,,10/22/2014,"Download from usbank.com. WORKING GIRLS CASAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.73,$0.00,C,$2004.10
"Us Bank",,,10/22/2014,"Download from usbank.com. EAT24.COM       EAT24HOURS.CCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.98,$0.00,C,$1993.12
"Us Bank",,,10/22/2014,"Download from usbank.com. BART-CIVIC CENTESAN FRANCISCCA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$17.30,$0.00,C,$1975.82
"Us Bank",,,10/22/2014,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$33.24,$0.00,C,$1942.58
"Us Bank",,,10/23/2014,"Download from usbank.com.","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$6.95,C,$1949.53
"Us Bank",,,10/23/2014,"Download from usbank.com.","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$6.95,$0.00,C,$1942.58
"Us Bank",,,10/23/2014,"Download from usbank.com. SUPER DUPER BURGSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.16,$0.00,C,$1934.42
"Us Bank",,,10/23/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.99,$0.00,C,$1924.43
"Us Bank",,,10/23/2014,"Download from usbank.com. LYFT.COM WED AT 855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$14.00,$0.00,C,$1910.43
"Us Bank",,,10/24/2014,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1522.44,C,$3432.87
"Us Bank",,,10/24/2014,"Download from usbank.com. BAL*SpoonRocket 510-9219929 CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$8.70,$0.00,C,$3424.17
"Us Bank",,,10/24/2014,"Download from usbank.com. Spotify USA     877-778-1161NY","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$9.99,$0.00,C,$3414.18
"Us Bank",,,10/24/2014,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$21.82,$0.00,C,$3392.36
"Us Bank",,,10/24/2014,"Download from usbank.com. RHODES 101 STOPSFARMINGTON  MO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$31.98,$0.00,C,$3360.38
"Us Bank",,,10/27/2014,"Download from usbank.com. DOMINOS 7764    SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.19,$0.00,C,$3355.19
"Us Bank",,,10/27/2014,"Download from usbank.com. THE CREPE HOUSE SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.98,$0.00,C,$3349.21
"Us Bank",,,10/27/2014,"Download from usbank.com. WOERNER'S LIQUORSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.60,$0.00,C,$3341.61
"Us Bank",,,10/27/2014,"Download from usbank.com. HLU*Hulu 2274453HULU.COM/BILCA","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$7.99,$0.00,C,$3333.62
"Us Bank",,,10/27/2014,"Download from usbank.com. SLIDERS DINER   SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.42,$0.00,C,$3322.20
"Us Bank",,,10/27/2014,"Download from usbank.com. UNITED      0162800-932-2732TX","Savings Goals:Vacation & Travel","Savings Goals","Vacation & Travel",,$13.48,$0.00,C,$3308.72
"Us Bank",,,10/27/2014,"Download from usbank.com. THE OWL TREE    SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$14.05,$0.00,C,$3294.67
"Us Bank",,,10/27/2014,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$15.25,$0.00,C,$3279.42
"Us Bank",,,10/27/2014,"Download from usbank.com. BAL*SpoonRocket 510-9219929 CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$17.40,$0.00,C,$3262.02
"Us Bank",,,10/27/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$17.48,$0.00,C,$3244.54
"Us Bank",,,10/27/2014,"Download from usbank.com. AMC POPLAR BLUFFPOPLAR BLUFFMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$18.48,$0.00,C,$3226.06
"Us Bank",,,10/27/2014,"Download from usbank.com. US BANK POPLAR BPOPLAR BLUFFMOUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$20.00,$0.00,C,$3206.06
"Us Bank",,,10/27/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$20.27,$0.00,C,$3185.79
"Us Bank",,,10/27/2014,"Download from usbank.com. US BANK POPLAR BPOPLAR BLUFFMOUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$40.00,$0.00,C,$3145.79
"Us Bank",,,10/27/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$53.64,$0.00,C,$3092.15
"Us Bank",,,10/27/2014,"Download from usbank.com. 7246","Debt:Eric's Credit Card","Debt","Eric's Credit Card",,$1000.00,$0.00,C,$2092.15
"Us Bank",,,10/28/2014,"Download from usbank.com. AMAZON DIG540703","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$3.50,C,$2095.65
"Us Bank",,,10/28/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$7.56,$0.00,C,$2088.09
"Us Bank",,,10/28/2014,"Download from usbank.com. FLY             SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.97,$0.00,C,$2079.12
"Us Bank",,,10/28/2014,"Download from usbank.com. STARBUCKS CARD R800-782-7282WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$20.00,$0.00,C,$2059.12
"Us Bank",,,10/28/2014,"Download from usbank.com. BARCLAYS BANK DE","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$1909.12
"Us Bank",,,10/29/2014,"Download from usbank.com. WORKING GIRLS CASAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.73,$0.00,C,$1898.39
"Us Bank",,,10/29/2014,"Download from usbank.com. Amazon.com      AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.82,$0.00,C,$1887.57
"Us Bank",,,10/29/2014,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$11.19,$0.00,C,$1876.38
"Us Bank",,,10/29/2014,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.25,$0.00,C,$1863.13
"Us Bank",,,10/29/2014,"Download from usbank.com. MAURICES 1035 MAPOPLAR BLUFFMO","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$40.87,$0.00,C,$1822.26
"Us Bank",,,10/30/2014,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.92,$0.00,C,$1817.34
"Us Bank",,,10/30/2014,"Download from usbank.com. Amazon.com      AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.40,$0.00,C,$1807.94
"Us Bank",,,10/30/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$15.44,$0.00,C,$1792.50
"Us Bank",,,10/30/2014,"Download from usbank.com. GULF OIL 9205456DE SOTO     MO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$24.17,$0.00,C,$1768.33
"Us Bank",,,10/30/2014,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$50.40,$0.00,C,$1717.93
"Us Bank",,,10/30/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$110.97,$0.00,C,$1606.96
"Us Bank",,,10/30/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$112.82,$0.00,C,$1494.14
"Us Bank",,,10/31/2014,"Download from usbank.com. SQWIGGLE INC","Income:Available next month","Income","Available next month",,$0.00,$1965.99,C,$3460.13
"Us Bank",,,10/31/2014,"Download from usbank.com. VENMO","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$106.16,C,$3566.29
"Us Bank",,,10/31/2014,"Download from usbank.com.","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,C,$3563.79
"Us Bank",,,10/31/2014,"Download from usbank.com. 103114PLUSTERM475 3RD ST      SAN FRANCISCCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,C,$3561.29
"Us Bank",,,10/31/2014,"Download from usbank.com. WALGREENS 459 POSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$9.64,$0.00,C,$3551.65
"Us Bank",,,10/31/2014,"Download from usbank.com. SLIDERS DINER   SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.42,$0.00,C,$3540.23
"Us Bank",,,10/31/2014,"Download from usbank.com. WICHCRAFT SAN FRSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.50,$0.00,C,$3528.73
"Us Bank",,,10/31/2014,"Download from usbank.com. A-9 INTERNAL B20SAINT LOUIS MO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$12.40,$0.00,C,$3516.33
"Us Bank",,,10/31/2014,"Download from usbank.com. BAL*SpoonRocket 510-9219929 CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$17.40,$0.00,C,$3498.93
"Us Bank",,,10/31/2014,"Download from usbank.com. CHIPOTLE 1230   SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$18.37,$0.00,C,$3480.56
"Us Bank",,,10/31/2014,"Download from usbank.com. 475 3RD ST      SAN FRANCISCCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$62.00,$0.00,C,$3418.56
"Us Bank",,,11/03/2014,"Download from usbank.com. VENMO","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$16.00,C,$3434.56
"Us Bank",,,11/03/2014,"Download from usbank.com. CUP A JOES COFFESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.25,$0.00,C,$3429.31
"Us Bank",,,11/03/2014,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$7.93,$0.00,C,$3421.38
"Us Bank",,,11/03/2014,"Download from usbank.com. BITE            SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.23,$0.00,C,$3412.15
"Us Bank",,,11/03/2014,"Download from usbank.com. BAMBOO ASIA     SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.73,$0.00,C,$3402.42
"Us Bank",,,11/03/2014,"Download from usbank.com. FLY             SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.00,$0.00,C,$3391.42
"Us Bank",,,11/03/2014,"Download from usbank.com. SQ *CAFE BEAN   San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$15.94,$0.00,C,$3375.48
"Us Bank",,,11/03/2014,"Download from usbank.com. ANGRAY FANTASTICSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$16.20,$0.00,C,$3359.28
"Us Bank",,,11/03/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$16.30,$0.00,C,$3342.98
"Us Bank",,,11/03/2014,"Download from usbank.com. Wal-Mart Store  UKIAH       CA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$17.74,$0.00,C,$3325.24
"Us Bank",,,11/03/2014,"Download from usbank.com. SUSHI ROCK      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$25.74,$0.00,C,$3299.50
"Us Bank",,,11/03/2014,"Download from usbank.com. FLY             SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$44.96,$0.00,C,$3254.54
"Us Bank",,,11/03/2014,"Download from usbank.com. MET CAS INS CO","Monthly Bills:Car Insurance","Monthly Bills","Car Insurance",,$49.00,$0.00,C,$3205.54
"Us Bank",,,11/03/2014,"Download from usbank.com. CLASSPASS.COM CL888-493-5953NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$99.00,$0.00,C,$3106.54
"Us Bank",,,11/03/2014,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$111.01,$0.00,C,$2995.53
"Us Bank",,,11/03/2014,"Download from usbank.com. SFMTA CIT PYMNT 415-7013000 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$111.50,$0.00,C,$2884.03
"Us Bank",,,11/03/2014,"Download from usbank.com. BARCLAYS BANK DE","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$2734.03
"Us Bank",,,11/04/2014,"Download from usbank.com. EAT24.COM       866-3281123 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$3.00,$0.00,C,$2731.03
"Us Bank",,,11/04/2014,"Download from usbank.com. BART-POWELL     SAN FRANCISCCA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$4.00,$0.00,C,$2727.03
"Us Bank",,,11/04/2014,"Download from usbank.com. STARBUCKS CARD R800-782-7282WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$2717.03
"Us Bank",,,11/04/2014,"Download from usbank.com. WALGREENS 2690 MSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$13.69,$0.00,C,$2703.34
"Us Bank",,,11/04/2014,"Download from usbank.com. S AND N FASHIONSSAN FRANCISCCA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$14.24,$0.00,C,$2689.10
"Us Bank",,,11/04/2014,"Download from usbank.com. EAT24.COM       EAT24HOURS.CCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$29.04,$0.00,C,$2660.06
"Us Bank",,,11/04/2014,"Download from usbank.com. GUITAR CENTER #2SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$488.29,$0.00,C,$2171.77
"Us Bank",,,11/04/2014,"Download from usbank.com. Mosser Companies","Monthly Bills:Rent","Monthly Bills","Rent",,$1582.72,$0.00,C,$589.05
"Us Bank",,,11/05/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$295.66,C,$884.71
"Us Bank",,,11/05/2014,"Download from usbank.com. VENMO","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$125.12,C,$1009.83
"Us Bank",,,11/05/2014,"Download from usbank.com. DOLCE GELATO    SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.45,$0.00,C,$1007.38
"Us Bank",,,11/05/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.56,$0.00,C,$999.82
"Us Bank",,,11/06/2014,"Download from usbank.com. LIVINGSOCIAL*   202-695-8945DC","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$6.00,$0.00,C,$993.82
"Us Bank",,,11/06/2014,"Download from usbank.com. DUC LOI SUPERMARSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.52,$0.00,C,$985.30
"Us Bank",,,11/06/2014,"Download from usbank.com. JAPAN KATANA YA SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$17.48,$0.00,C,$967.82
"Us Bank",,,11/06/2014,"Download from usbank.com. VENMO           855-812-4430NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$20.00,$0.00,C,$947.82
"Us Bank",,,11/06/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$182.01,$0.00,C,$765.81
"Us Bank",,,11/07/2014,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1522.43,C,$2288.24
"Us Bank",,,11/07/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$80.26,$0.00,C,$2207.98
"Us Bank",,,11/07/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$193.83,$0.00,C,$2014.15
"Us Bank",,,11/10/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$96.80,C,$2110.95
"Us Bank",,,11/10/2014,"Download from usbank.com. TJ MAXX #1109   SAN FRANCISCCA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$8.69,C,$2119.64
"Us Bank",,,11/10/2014,"Download from usbank.com. CVS 10189       SAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$5.80,$0.00,C,$2113.84
"Us Bank",,,11/10/2014,"Download from usbank.com. UBER TECHNOLOGIE866-576-1039CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$8.67,$0.00,C,$2105.17
"Us Bank",,,11/10/2014,"Download from usbank.com. SQ *FRANCE DELICSan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.24,$0.00,C,$2095.93
"Us Bank",,,11/10/2014,"Download from usbank.com. AMC THEATRES ONL888-440-4262KS","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.98,$0.00,C,$2084.95
"Us Bank",,,11/10/2014,"Download from usbank.com. DOLCE GELATO    SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.10,$0.00,C,$2071.85
"Us Bank",,,11/10/2014,"Download from usbank.com. BAL*SpoonRocket 510-9219929 CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$17.40,$0.00,C,$2054.45
"Us Bank",,,11/10/2014,"Download from usbank.com. POSTMATES.COM   8008826106  CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$26.01,$0.00,C,$2028.44
"Us Bank",,,11/10/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$26.17,$0.00,C,$2002.27
"Us Bank",,,11/10/2014,"Download from usbank.com. CARDMEMBER SERV",,,,,$34.00,$0.00,C,$1968.27
"Us Bank",,,11/10/2014,"Download from usbank.com. WHOLEFDS FRK 100San FranciscCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$38.98,$0.00,C,$1929.29
"Us Bank",,,11/10/2014,"Download from usbank.com. OLD NAVY USA    San FranciscCA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$71.24,$0.00,C,$1858.05
"Us Bank",,,11/10/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$79.56,$0.00,C,$1778.49
"Us Bank",,,11/12/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$80.26,C,$1858.75
"Us Bank",,,11/12/2014,"Download from usbank.com. LIVINGSOCIAL*   202-695-8945DC","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$6.00,C,$1864.75
"Us Bank",,,11/12/2014,"Download from usbank.com. LYFT.COM TUE AT 855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$7.50,$0.00,C,$1857.25
"Us Bank",,,11/12/2014,"Download from usbank.com. BROWNIES HARDWARSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$8.13,$0.00,C,$1849.12
"Us Bank",,,11/12/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$1839.12
"Us Bank",,,11/12/2014,"Download from usbank.com. SUGAR CAFE      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.24,$0.00,C,$1828.88
"Us Bank",,,11/12/2014,"Download from usbank.com. WORKING GIRLS CASAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.95,$0.00,C,$1817.93
"Us Bank",,,11/12/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$11.96,$0.00,C,$1805.97
"Us Bank",,,11/12/2014,"Download from usbank.com. SUGAR CAFE      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$17.00,$0.00,C,$1788.97
"Us Bank",,,11/12/2014,"Download from usbank.com. NARA SUSHI      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$25.78,$0.00,C,$1763.19
"Us Bank",,,11/12/2014,"Download from usbank.com. BARCLAYS BANK DE","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$1613.19
"Us Bank",,,11/13/2014,"Download from usbank.com. BARRYS BOOTCAMP SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.00,$0.00,C,$1611.19
"Us Bank",,,11/13/2014,"Download from usbank.com. BARRYS BOOTCAMP SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.00,$0.00,C,$1603.19
"Us Bank",,,11/13/2014,"Download from usbank.com. SQ *RS MEATBALLSSan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$1593.19
"Us Bank",,,11/13/2014,"Download from usbank.com. WALGREENS 459 POSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$16.92,$0.00,C,$1576.27
"Us Bank",,,11/13/2014,"Download from usbank.com. BAL*SpoonRocket 510-9219929 CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$17.40,$0.00,C,$1558.87
"Us Bank",,,11/13/2014,"Download from usbank.com. WALGREENS 500 GESAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$27.06,$0.00,C,$1531.81
"Us Bank",,,11/14/2014,"Download from usbank.com. SQWIGGLE INC","Income:Available this month","Income","Available this month",,$0.00,$1965.99,C,$3497.80
"Us Bank",,,11/14/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$0.00,$25.46,C,$3523.26
"Us Bank",,,11/14/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.56,$0.00,C,$3515.70
"Us Bank",,,11/14/2014,"Download from usbank.com. WALGREENS 141 KESAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$9.19,$0.00,C,$3506.51
"Us Bank",,,11/14/2014,"Download from usbank.com. SPOONROCKET.COM 510-921-9929CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.57,$0.00,C,$3496.94
"Us Bank",,,11/14/2014,"Download from usbank.com. EAT24.COM       EAT24HOURS.CCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$27.03,$0.00,C,$3469.91
"Us Bank",,,11/14/2014,"Download from usbank.com. EB *RAVE OF THRO888-810-2063CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$56.74,$0.00,C,$3413.17
"Us Bank",,,11/14/2014,"Download from usbank.com. VENMO           855-812-4430NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$65.00,$0.00,C,$3348.17
"Us Bank",,,11/14/2014,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$75.21,$0.00,C,$3272.96
